"brand","product","code","category","official_meaning","safe_checks","source_url","publish_date","status","notes"
"Pfeiffer Vacuum","Turbopump","Err002","Vacuum Pump","Overvoltage.","Check that the correct power pack is being used and stop operation if the warning returns.","https://www.pfeiffer-vacuum.com/api/empolis/resource/environment/project1_p/documents/pfeifferSharepointProd/600-pt0452ben_c.pdf","2026-04-06","ready","Official Pfeiffer Vacuum operating instructions."
"Seakeeper","Marine Gyro Stabilizer","Code 26","Marine Stabilizer","Valve 1 fault.","Do not continue operating; cycle power only as instructed and contact a certified Seakeeper dealer.","https://www.seakeeper.com/wp-content/uploads/2024/10/SWI-106-8-Seakeeper-Troubleshooting-Guide-07OCT2024.pdf","2026-04-06","ready","Official Seakeeper troubleshooting guide."
"Seakeeper","Marine Gyro Stabilizer","Code 27","Marine Stabilizer","Valve 2 fault.","Do not continue operating; avoid hot solenoid components and contact a certified Seakeeper dealer.","https://www.seakeeper.com/wp-content/uploads/2024/10/SWI-106-8-Seakeeper-Troubleshooting-Guide-07OCT2024.pdf","2026-04-06","ready","Official Seakeeper troubleshooting guide."
"Eppendorf","Centrifuge 5702","Er 8","Laboratory Centrifuge","Error occurs when the device accelerates or brakes and the centrifuge brakes.","Repeat the run once, check that the rotor is seated correctly, and stop if the error returns.","https://www.eppendorf.com/product-media/doc/en/327547/Centrifugation_Operating-manual_Centrifuge-5702-5702-R-5702-RH.pdf","2026-04-07","ready","Official Eppendorf operating manual."
"John Deere","Round Baler","E001","Agricultural Machinery","Voltage drop while actuator is on.","Check battery condition and charging basics, inspect only owner-accessible connectors, and contact a dealer if the code remains.","https://manuals.deere.com/omview/OMCC59429_19/OUCC006%2C0001A45_19_20130305.html","2026-04-07","ready","Official John Deere diagnostic trouble code list."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 06","Transport Refrigeration","Check Coolant Temp Sensor","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-04-28","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 07","Transport Refrigeration","Check Engine RPM Sensor","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-04-28","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 08","Transport Refrigeration","Unit Running on Coil Sensor (Zone)","Manually monitor temperature. Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-04-28","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 09","Transport Refrigeration","High Evaporator Temperature (Zone)","If unit/zone is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-04-29","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 10","Transport Refrigeration","High Discharge Pressure (or Temperature)","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-04-29","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 11","Transport Refrigeration","Unit or Zone Controlling on Alternate Sensor (Zone)","Manually monitor temperature. Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-04-29","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 12","Transport Refrigeration","Sensor or Digital Input Shutdown (Zone)","Unit/zone cannot operate and is shut down. Repair immediately.","https://www.thermoking.com/na/en/alarm-codes.html","2026-04-30","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 13","Transport Refrigeration","Sensor Check (Zone)","Manually monitor temperature. Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-04-30","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 14","Transport Refrigeration","Defrost Terminated by Time","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-04-30","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 15","Transport Refrigeration","Check Glow Plugs or Intake Air Heater","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-01","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 16","Transport Refrigeration","Manual Start Not Completed","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-01","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 17","Transport Refrigeration","Engine Failed to Crank","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-01","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 18","Transport Refrigeration","High Engine Coolant Temperature","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-02","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 19","Transport Refrigeration","Low Engine Oil Pressure","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-02","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 20","Transport Refrigeration","Engine (Vapor Motor CR) Failed to Start","If unit/zone is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-02","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 21","Transport Refrigeration","Cooling Cycle Check (Zone)","Manually monitor temperature. Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-03","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 22","Transport Refrigeration","Heating Cycle Check (Zone)","Manually monitor temperature. Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-03","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 23","Transport Refrigeration","Cooling Cycle Fault (Zone)","Unit/zone cannot operate and is shut down. Repair immediately.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-03","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 24","Transport Refrigeration","Heating Cycle Fault (Zone)","Unit/zone cannot operate and is shut down. Repair immediately.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-04","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 25","Transport Refrigeration","Alternator Check","If unit/zone is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-04","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 26","Transport Refrigeration","Check Refrigeration Capacity (Zone)","Manually monitor temperature. Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-04","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 27","Transport Refrigeration","Vapor Motor RPM High (CR)","Unit cannot operate and is shut down. Repair immediately.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-05","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 28","Transport Refrigeration","Pretrip or Self Check Abort","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-05","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 29","Transport Refrigeration","Defrost Damper Circuit Check (Zone)","Manually monitor temperature. Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-05","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 30","Transport Refrigeration","Defrost Damper Stuck Closed (Zone)","Unit/zone cannot operate and is shut down. Repair immediately.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-06","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 31","Transport Refrigeration","Check Oil Pressure Switch","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-06","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 32","Transport Refrigeration","Refrigeration Capacity Low (Zone)","Unit/zone cannot operate and is shut down. Repair immediately.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-06","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 33","Transport Refrigeration","Check Engine RPM","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-07","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 34","Transport Refrigeration","Check Modulation Circuit","Manually monitor temperature. Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-07","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 35","Transport Refrigeration","Check Run Relay Circuit","Unit cannot operate and is shut down. Repair immediately.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-07","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 36","Transport Refrigeration","Electric Motor Failed to Run","Unit cannot operate and is shut down. Repair immediately. Switch to Diesel Mode.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-08","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 37","Transport Refrigeration","Check Engine Coolant Level","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-08","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 38","Transport Refrigeration","Electric Phase Reversed","If unit/zone is shut down repair immediately.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-08","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 39","Transport Refrigeration","Check Water Valve Circuit","Manually monitor temperature. Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-09","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 40","Transport Refrigeration","Check High Speed Circuit","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-09","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 41","Transport Refrigeration","Check Engine Coolant Temp","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-09","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 42","Transport Refrigeration","Unit Forced to Low Speed","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-10","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 43","Transport Refrigeration","Unit Forced to Low Speed Modulation","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-10","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 44","Transport Refrigeration","Check Fuel System","Add fuel as necessary. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-10","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 45","Transport Refrigeration","Check Hot Gas or Hot Gas Bypass Circuit","If unit/zone is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-11","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 46","Transport Refrigeration","Check Air Flow (Zone)","Manually monitor temperature. Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-11","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 47","Transport Refrigeration","Remote Sensor Shutdown","Unit/zone cannot operate and is shut down. Repair immediately.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-11","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 48","Transport Refrigeration","Check Belts or Clutch","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-12","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 49","Transport Refrigeration","Check Spare Sensor 1","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-12","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 50","Transport Refrigeration","Reset Clock","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-12","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 51","Transport Refrigeration","Check Shutdown Circuit","If unit/zone is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-13","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 52","Transport Refrigeration","Check Heat Circuit (Zone)","If unit/zone is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-13","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 53","Transport Refrigeration","Check Economizer Valve Circuit","If unit/zone is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-13","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 54","Transport Refrigeration","Test Mode Timeout","Clear alarm and restart unit.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-14","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 55","Transport Refrigeration","Check Engine Speeds","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-14","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 56","Transport Refrigeration","Check Evaporator Fan Low Speed (Zone)","If unit/zone is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-14","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 57","Transport Refrigeration","Check Evaporator Fan High Speed (Zone)","If unit/zone is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-15","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 61","Transport Refrigeration","Low Battery Voltage","If unit/zone is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-15","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 62","Transport Refrigeration","Ammeter Out of Calibration","Unit cannot operate and is shut down. Repair immediately.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-15","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 63","Transport Refrigeration","Engine or Vapor Motor Stopped","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-16","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 64","Transport Refrigeration","Pretrip Reminder","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-16","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 65","Transport Refrigeration","Abnormal Temperature Differential (Zone)","If unit/zone is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-16","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 66","Transport Refrigeration","Low Engine Oil Level","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-17","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 67","Transport Refrigeration","Check Liquid Line Solenoid Circuit (Zone)","If unit/zone is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-17","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 68","Transport Refrigeration","Internal Controller Fault Code","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-17","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 70","Transport Refrigeration","Hourmeter Failure","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-18","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 71","Transport Refrigeration","Hourmeter 4 Exceeds Set Time Limit","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-18","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 72","Transport Refrigeration","Hourmeter 5 Exceeds Set Time Limit","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-18","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 73","Transport Refrigeration","Hourmeter 6 Exceeds Set Time Limit","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-19","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 74","Transport Refrigeration","Controller Reset to Defaults","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-19","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 75","Transport Refrigeration","Controller RAM Failure","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-19","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 76","Transport Refrigeration","Controller EPROM Failure","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-20","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 77","Transport Refrigeration","Controller EPROM Checksum Failure","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-20","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 78","Transport Refrigeration","Data Log EPROM Failure","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-20","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 79","Transport Refrigeration","Internal Data Logger Overflow","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-21","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 80","Transport Refrigeration","Check Compressor Temp Sensor","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-21","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 81","Transport Refrigeration","High Compressor Temp","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-21","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 82","Transport Refrigeration","High Compressor Temp Shutdown","Unit cannot operate and is shut down. Repair immediately.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-22","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 83","Transport Refrigeration","Low Engine Coolant Temp","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-22","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 84","Transport Refrigeration","Restart Null","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-05-22","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
